Location,Rainfall (inches),Date,YEAR,MONTH,DAY
Tatooine,0.04,20131010,2013,10,10
Tatooine,0,20131011,2013,10,11
Tatooine,0.09,20131012,2013,10,12
Tatooine,0,20131013,2013,10,13
Tatooine,0,20131014,2013,10,14
Tatooine,0.01,20131015,2013,10,15
Tatooine,0.1,20131016,2013,10,16
Tatooine,0,20131017,2013,10,17
Tatooine,0,20131018,2013,10,18
Tatooine,0.08,20131019,2013,10,19
Tatooine,0,20131020,2013,10,20
Tatooine,0,20131021,2013,10,21
Tatooine,0,20131022,2013,10,22
Tatooine,0.08,20131023,2013,10,23
Tatooine,0.06,20131024,2013,10,24
Tatooine,0.02,20131025,2013,10,25
Tatooine,0,20131026,2013,10,26
Tatooine,0,20131027,2013,10,27
Tatooine,0,20131028,2013,10,28
Tatooine,0.01,20131029,2013,10,29
Tatooine,0.03,20131030,2013,10,30
Tatooine,0.01,20131031,2013,10,31
Tatooine,0,20131101,2013,11,1
Tatooine,0.1,20131102,2013,11,2
Tatooine,0,20131103,2013,11,3
Tatooine,0.04,20131104,2013,11,4
Tatooine,0.04,20131105,2013,11,5
Tatooine,0.05,20131106,2013,11,6
Tatooine,0,20131107,2013,11,7
Tatooine,0.01,20131108,2013,11,8
Tatooine,0,20131109,2013,11,9
Tatooine,0,20131110,2013,11,10
Tatooine,0.08,20131111,2013,11,11
Tatooine,0,20131112,2013,11,12
Tatooine,0.01,20131113,2013,11,13
Tatooine,0,20131114,2013,11,14
Tatooine,0,20131115,2013,11,15
Tatooine,0.08,20131116,2013,11,16
Tatooine,0.02,20131117,2013,11,17
Tatooine,0.08,20131118,2013,11,18
Tatooine,0.02,20131119,2013,11,19
Tatooine,0.01,20131120,2013,11,20
Tatooine,0,20131121,2013,11,21
Tatooine,0,20131122,2013,11,22
Tatooine,0.08,20131123,2013,11,23
Tatooine,0.02,20131124,2013,11,24
Tatooine,0,20131125,2013,11,25
Tatooine,0,20131126,2013,11,26
Tatooine,0,20131127,2013,11,27
Tatooine,0,20131128,2013,11,28
Tatooine,0.09,20131129,2013,11,29
Tatooine,0.08,20131130,2013,11,30
Tatooine,0.03,20131201,2013,12,1
Tatooine,0,20131202,2013,12,2
Tatooine,0.03,20131203,2013,12,3
Tatooine,0,20131204,2013,12,4
Tatooine,0.07,20131205,2013,12,5
Tatooine,0.06,20131206,2013,12,6
Tatooine,0.0,20131207,2013,12,7
Tatooine,0.07,20131208,2013,12,8
Tatooine,0.07,20131209,2013,12,9
Tatooine,0,20131210,2013,12,10
Tatooine,0,20131211,2013,12,11
Tatooine,0,20131212,2013,12,12
Tatooine,0,20131213,2013,12,13
Tatooine,0,20131214,2013,12,14
Tatooine,0.08,20131215,2013,12,15
Tatooine,0.07,20131216,2013,12,16
Tatooine,0.03,20131217,2013,12,17
Tatooine,0.03,20131218,2013,12,18
Tatooine,0,20131219,2013,12,19
Tatooine,0.04,20131220,2013,12,20
Tatooine,0,20131221,2013,12,21
Tatooine,0,20131222,2013,12,22
Tatooine,0,20131223,2013,12,23
Tatooine,0.03,20131224,2013,12,24
Tatooine,0,20131225,2013,12,25
Tatooine,0.08,20131226,2013,12,26
Tatooine,0.04,20131227,2013,12,27
Tatooine,0.05,20131228,2013,12,28
Tatooine,0,20131229,2013,12,29
Tatooine,0.06,20131230,2013,12,30
Tatooine,0.02,20131231,2013,12,31
Tatooine,0,20140101,2014,1,1
Tatooine,0.33,20140102,2014,1,2
Tatooine,0.29,20140103,2014,1,3
Tatooine,0.33,20140104,2014,1,4
Tatooine,0,20140105,2014,1,5
Tatooine,0,20140106,2014,1,6
Tatooine,0.23,20140107,2014,1,7
Tatooine,0,20140108,2014,1,8
Tatooine,0.37,20140109,2014,1,9
Tatooine,0.4,20140110,2014,1,10
Tatooine,0.2,20140111,2014,1,11
Tatooine,0.36,20140112,2014,1,12
Tatooine,0,20140113,2014,1,13
Tatooine,0,20140114,2014,1,14
Tatooine,0.34,20140115,2014,1,15
Tatooine,0.32,20140116,2014,1,16
Tatooine,0.21,20140117,2014,1,17
Tatooine,0,20140118,2014,1,18
Tatooine,0,20140119,2014,1,19
Tatooine,0,20140120,2014,1,20
Tatooine,0.34,20140121,2014,1,21
Tatooine,0.34,20140122,2014,1,22
Tatooine,0.33,20140123,2014,1,23
Tatooine,0,20140124,2014,1,24
Tatooine,0.33,20140125,2014,1,25
Tatooine,0,20140126,2014,1,26
Tatooine,0,20140127,2014,1,27
Tatooine,0,20140128,2014,1,28
Tatooine,0,20140129,2014,1,29
Tatooine,0.25,20140130,2014,1,30
Tatooine,0.31,20140131,2014,1,31
Tatooine,0,20140201,2014,2,1
Tatooine,0.25,20140202,2014,2,2
Tatooine,0.36,20140203,2014,2,3
Tatooine,0.31,20140204,2014,2,4
Tatooine,0.33,20140205,2014,2,5
Tatooine,0.26,20140206,2014,2,6
Tatooine,0.28,20140207,2014,2,7
Tatooine,0.32,20140208,2014,2,8
Tatooine,0,20140209,2014,2,9
Tatooine,0,20140210,2014,2,10
Tatooine,0.38,20140211,2014,2,11
Tatooine,0.35,20140212,2014,2,12
Tatooine,0.23,20140213,2014,2,13
Tatooine,0.38,20140214,2014,2,14
Tatooine,0.31,20140215,2014,2,15
Tatooine,0,20140216,2014,2,16
Tatooine,0.3,20140217,2014,2,17
Tatooine,0,20140218,2014,2,18
Tatooine,0,20140219,2014,2,19
Tatooine,0.23,20140220,2014,2,20
Tatooine,0.39,20140221,2014,2,21
Tatooine,0,20140222,2014,2,22
Tatooine,0,20140223,2014,2,23
Tatooine,0.28,20140224,2014,2,24
Tatooine,0,20140225,2014,2,25
Tatooine,0.23,20140226,2014,2,26
Tatooine,0,20140227,2014,2,27
Tatooine,0.22,20140228,2014,2,28
Tatooine,0.4,20140301,2014,3,1
Tatooine,0,20140302,2014,3,2
Tatooine,0.31,20140303,2014,3,3
Tatooine,0.38,20140304,2014,3,4
Tatooine,0.21,20140305,2014,3,5
Tatooine,0.22,20140306,2014,3,6
Tatooine,0.25,20140307,2014,3,7
Tatooine,0.28,20140308,2014,3,8
Tatooine,0.25,20140309,2014,3,9
Tatooine,0.2,20140310,2014,3,10
Tatooine,0,20140311,2014,3,11
Tatooine,0,20140312,2014,3,12
Tatooine,0,20140313,2014,3,13
Tatooine,0.25,20140314,2014,3,14
Tatooine,0.26,20140315,2014,3,15
Tatooine,0.38,20140316,2014,3,16
Tatooine,0,20140317,2014,3,17
Tatooine,0,20140318,2014,3,18
Tatooine,0.31,20140319,2014,3,19
Tatooine,0,20140320,2014,3,20
Tatooine,0,20140321,2014,3,21
Tatooine,0.23,20140322,2014,3,22
Tatooine,0,20140323,2014,3,23
Tatooine,0.29,20140324,2014,3,24
Tatooine,0.2,20140325,2014,3,25
Tatooine,0.34,20140326,2014,3,26
Tatooine,0.32,20140327,2014,3,27
Tatooine,0.39,20140328,2014,3,28
Tatooine,0,20140329,2014,3,29
Tatooine,0,20140330,2014,3,30
Tatooine,0.22,20140331,2014,3,31
Tatooine,0.2,20140401,2014,4,1
Tatooine,0.38,20140402,2014,4,2
Tatooine,0.34,20140403,2014,4,3
Tatooine,0.23,20140404,2014,4,4
Tatooine,0.31,20140405,2014,4,5
Tatooine,0,20140406,2014,4,6
Tatooine,0.4,20140407,2014,4,7
Tatooine,0.33,20140408,2014,4,8
Tatooine,0.35,20140409,2014,4,9
Tatooine,0,20140410,2014,4,10
Tatooine,0.27,20140411,2014,4,11
Tatooine,0.38,20140412,2014,4,12
Tatooine,0.39,20140413,2014,4,13
Tatooine,0.27,20140414,2014,4,14
Tatooine,0,20140415,2014,4,15
Tatooine,0.39,20140416,2014,4,16
Tatooine,0.34,20140417,2014,4,17
Tatooine,0.33,20140418,2014,4,18
Tatooine,0.38,20140419,2014,4,19
Tatooine,0.34,20140420,2014,4,20
Tatooine,0,20140421,2014,4,21
Tatooine,0,20140422,2014,4,22
Tatooine,0.27,20140423,2014,4,23
Tatooine,0.37,20140424,2014,4,24
Tatooine,0.23,20140425,2014,4,25
Tatooine,0.34,20140426,2014,4,26
Tatooine,0.21,20140427,2014,4,27
Tatooine,0.29,20140428,2014,4,28
Tatooine,0.25,20140429,2014,4,29
Tatooine,0.3,20140430,2014,4,30
Tatooine,0.21,20140501,2014,5,1
Tatooine,0.33,20140502,2014,5,2
Tatooine,0,20140503,2014,5,3
Tatooine,0,20140504,2014,5,4
Tatooine,0.37,20140505,2014,5,5
Tatooine,0.34,20140506,2014,5,6
Tatooine,0,20140507,2014,5,7
Tatooine,0.32,20140508,2014,5,8
Tatooine,0.22,20140509,2014,5,9
Tatooine,0.35,20140510,2014,5,10
Tatooine,0,20140511,2014,5,11
Tatooine,0.22,20140512,2014,5,12
Tatooine,0.36,20140513,2014,5,13
Tatooine,0,20140514,2014,5,14
Tatooine,0,20140515,2014,5,15
Tatooine,0.28,20140516,2014,5,16
Tatooine,0.21,20140517,2014,5,17
Tatooine,0.36,20140518,2014,5,18
Tatooine,0,20140519,2014,5,19
Tatooine,0.27,20140520,2014,5,20
Tatooine,0.31,20140521,2014,5,21
Tatooine,0.26,20140522,2014,5,22
Tatooine,0,20140523,2014,5,23
Tatooine,0,20140524,2014,5,24
Tatooine,0.38,20140525,2014,5,25
Tatooine,0.3,20140526,2014,5,26
Tatooine,0.35,20140527,2014,5,27
Tatooine,0,20140528,2014,5,28
Tatooine,0.32,20140529,2014,5,29
Tatooine,0,20140530,2014,5,30
Tatooine,0,20140531,2014,5,31
Tatooine,0.03,20140601,2014,6,1
Tatooine,0,20140602,2014,6,2
Tatooine,0.09,20140603,2014,6,3
Tatooine,0,20140604,2014,6,4
Tatooine,0,20140605,2014,6,5
Tatooine,0.09,20140606,2014,6,6
Tatooine,0.09,20140607,2014,6,7
Tatooine,0.08,20140608,2014,6,8
Tatooine,0,20140609,2014,6,9
Tatooine,0,20140610,2014,6,10
Tatooine,0,20140611,2014,6,11
Tatooine,0.09,20140612,2014,6,12
Tatooine,0.03,20140613,2014,6,13
Tatooine,0,20140614,2014,6,14
Tatooine,0.07,20140615,2014,6,15
Tatooine,0.07,20140616,2014,6,16
Tatooine,0,20140617,2014,6,17
Tatooine,0.05,20140618,2014,6,18
Tatooine,0.08,20140619,2014,6,19
Tatooine,0,20140620,2014,6,20
Tatooine,0,20140621,2014,6,21
Tatooine,0.04,20140622,2014,6,22
Tatooine,0.08,20140623,2014,6,23
Tatooine,0.02,20140624,2014,6,24
Tatooine,0.08,20140625,2014,6,25
Tatooine,0,20140626,2014,6,26
Tatooine,0.09,20140627,2014,6,27
Tatooine,0.07,20140628,2014,6,28
Tatooine,0.06,20140629,2014,6,29
Tatooine,0,20140630,2014,6,30
Tatooine,0.07,20140701,2014,7,1
Tatooine,0,20140702,2014,7,2
Tatooine,0.07,20140703,2014,7,3
Tatooine,0.02,20140704,2014,7,4
Tatooine,0,20140705,2014,7,5
Tatooine,0,20140706,2014,7,6
Tatooine,0.09,20140707,2014,7,7
Tatooine,0.07,20140708,2014,7,8
Tatooine,0.06,20140709,2014,7,9
Tatooine,0,20140710,2014,7,10
Tatooine,0.04,20140711,2014,7,11
Tatooine,0.05,20140712,2014,7,12
Tatooine,0,20140713,2014,7,13
Tatooine,0.04,20140714,2014,7,14
Tatooine,0.04,20140715,2014,7,15
Tatooine,0.01,20140716,2014,7,16
Tatooine,0.05,20140717,2014,7,17
Tatooine,0,20140718,2014,7,18
Tatooine,0,20140719,2014,7,19
Tatooine,0.02,20140720,2014,7,20
Tatooine,0.08,20140721,2014,7,21
Tatooine,0,20140722,2014,7,22
Tatooine,0.05,20140723,2014,7,23
Tatooine,0.07,20140724,2014,7,24
Tatooine,0,20140725,2014,7,25
Tatooine,0.05,20140726,2014,7,26
Tatooine,0.07,20140727,2014,7,27
Tatooine,0,20140728,2014,7,28
Tatooine,0,20140729,2014,7,29
Tatooine,0.06,20140730,2014,7,30
Tatooine,0.07,20140731,2014,7,31
Tatooine,0,20140801,2014,8,1
Tatooine,0,20140802,2014,8,2
Tatooine,0.06,20140803,2014,8,3
Tatooine,0.1,20140804,2014,8,4
Tatooine,0,20140805,2014,8,5
Tatooine,0,20140806,2014,8,6
Tatooine,0,20140807,2014,8,7
Tatooine,0,20140808,2014,8,8
Tatooine,0.08,20140809,2014,8,9
Tatooine,0,20140810,2014,8,10
Tatooine,0.07,20140811,2014,8,11
Tatooine,0.02,20140812,2014,8,12
Tatooine,0.07,20140813,2014,8,13
Tatooine,0,20140814,2014,8,14
Tatooine,0.06,20140815,2014,8,15
Tatooine,0,20140816,2014,8,16
Tatooine,0.06,20140817,2014,8,17
Tatooine,0.08,20140818,2014,8,18
Tatooine,0.03,20140819,2014,8,19
Tatooine,0,20140820,2014,8,20
Tatooine,0.01,20140821,2014,8,21
Tatooine,0,20140822,2014,8,22
Tatooine,0.01,20140823,2014,8,23
Tatooine,0.03,20140824,2014,8,24
Tatooine,0,20140825,2014,8,25
Tatooine,0,20140826,2014,8,26
Tatooine,0.02,20140827,2014,8,27
Tatooine,0.05,20140828,2014,8,28
Tatooine,0.02,20140829,2014,8,29
Tatooine,0,20140830,2014,8,30
Tatooine,0.08,20140831,2014,8,31
Tatooine,0,20140901,2014,9,1
Tatooine,0.07,20140902,2014,9,2
Tatooine,0,20140903,2014,9,3
Tatooine,0.05,20140904,2014,9,4
Tatooine,0.08,20140905,2014,9,5
Tatooine,0,20140906,2014,9,6
Tatooine,0,20140907,2014,9,7
Tatooine,0,20140908,2014,9,8
Tatooine,0,20140909,2014,9,9
Tatooine,0,20140910,2014,9,10
Tatooine,0.01,20140911,2014,9,11
Tatooine,0.03,20140912,2014,9,12
Tatooine,0,20140913,2014,9,13
Tatooine,0.02,20140914,2014,9,14
Tatooine,0.06,20140915,2014,9,15
Tatooine,0.04,20140916,2014,9,16
Tatooine,0,20140917,2014,9,17
Tatooine,0.08,20140918,2014,9,18
Tatooine,0.03,20140919,2014,9,19
Tatooine,0,20140920,2014,9,20
Tatooine,0.04,20140921,2014,9,21
Tatooine,0,20140922,2014,9,22
Tatooine,0.06,20140923,2014,9,23
Tatooine,0.03,20140924,2014,9,24
Tatooine,0.02,20140925,2014,9,25
Tatooine,0,20140926,2014,9,26
Tatooine,0.08,20140927,2014,9,27
Tatooine,0.03,20140928,2014,9,28
Tatooine,0.1,20140929,2014,9,29
Tatooine,0.04,20140930,2014,9,30
Tatooine,0.08,20141001,2014,10,1
Tatooine,0,20141002,2014,10,2
Tatooine,0.06,20141003,2014,10,3
Tatooine,0,20141004,2014,10,4
Tatooine,0.01,20141005,2014,10,5
Tatooine,0,20141006,2014,10,6
Tatooine,0.02,20141007,2014,10,7
Tatooine,0,20141008,2014,10,8
Tatooine,0,20141009,2014,10,9
Tatooine,0.03,20141010,2014,10,10
Tatooine,0,20141011,2014,10,11
Tatooine,0.0,20141012,2014,10,12
Tatooine,0.04,20141013,2014,10,13
Tatooine,0.06,20141014,2014,10,14
Tatooine,0.01,20141015,2014,10,15
Tatooine,0,20141016,2014,10,16
Tatooine,0,20141017,2014,10,17
Tatooine,0,20141018,2014,10,18
Tatooine,0.07,20141019,2014,10,19
Tatooine,0.04,20141020,2014,10,20
Tatooine,0,20141021,2014,10,21
Tatooine,0.07,20141022,2014,10,22
Tatooine,0,20141023,2014,10,23
Tatooine,0,20141024,2014,10,24
Tatooine,0,20141025,2014,10,25
Tatooine,0,20141026,2014,10,26
Tatooine,0,20141027,2014,10,27
Tatooine,0.05,20141028,2014,10,28
Tatooine,0.04,20141029,2014,10,29
Tatooine,0.06,20141030,2014,10,30
Tatooine,0.01,20141031,2014,10,31
Tatooine,0.07,20141101,2014,11,1
Tatooine,0.09,20141102,2014,11,2
Tatooine,0.03,20141103,2014,11,3
Tatooine,0.02,20141104,2014,11,4
Tatooine,0,20141105,2014,11,5
Tatooine,0,20141106,2014,11,6
Tatooine,0,20141107,2014,11,7
Tatooine,0.02,20141108,2014,11,8
Tatooine,0.1,20141109,2014,11,9
Tatooine,0.04,20141110,2014,11,10
Tatooine,0,20141111,2014,11,11
Tatooine,0,20141112,2014,11,12
Tatooine,0.03,20141113,2014,11,13
Tatooine,0.06,20141114,2014,11,14
Tatooine,0.0,20141115,2014,11,15
Tatooine,0.01,20141116,2014,11,16
Tatooine,0.04,20141117,2014,11,17
Tatooine,0,20141118,2014,11,18
Tatooine,0,20141119,2014,11,19
Tatooine,0.04,20141120,2014,11,20
Tatooine,0.07,20141121,2014,11,21
Tatooine,0,20141122,2014,11,22
Tatooine,0,20141123,2014,11,23
Tatooine,0,20141124,2014,11,24
Tatooine,0.09,20141125,2014,11,25
Tatooine,0,20141126,2014,11,26
Tatooine,0,20141127,2014,11,27
Tatooine,0,20141128,2014,11,28
Tatooine,0,20141129,2014,11,29
Tatooine,0.1,20141130,2014,11,30
Tatooine,0,20141201,2014,12,1
Tatooine,0.06,20141202,2014,12,2
Tatooine,0,20141203,2014,12,3
Tatooine,0.04,20141204,2014,12,4
Tatooine,0.08,20141205,2014,12,5
Tatooine,0,20141206,2014,12,6
Tatooine,0.04,20141207,2014,12,7
Tatooine,0.01,20141208,2014,12,8
Tatooine,0,20141209,2014,12,9
Tatooine,0.08,20141210,2014,12,10
Tatooine,0,20141211,2014,12,11
Tatooine,0.01,20141212,2014,12,12
Tatooine,0.04,20141213,2014,12,13
Tatooine,0,20141214,2014,12,14
Tatooine,0.06,20141215,2014,12,15
Tatooine,0.03,20141216,2014,12,16
Tatooine,0,20141217,2014,12,17
Tatooine,0,20141218,2014,12,18
Tatooine,0,20141219,2014,12,19
Tatooine,0,20141220,2014,12,20
Tatooine,0.09,20141221,2014,12,21
Tatooine,0.05,20141222,2014,12,22
Tatooine,0,20141223,2014,12,23
Tatooine,0,20141224,2014,12,24
Tatooine,0.0,20141225,2014,12,25
Tatooine,0.05,20141226,2014,12,26
Tatooine,0.01,20141227,2014,12,27
Tatooine,0.02,20141228,2014,12,28
Tatooine,0,20141229,2014,12,29
Tatooine,0.03,20141230,2014,12,30
Tatooine,0,20141231,2014,12,31
Tatooine,0.26,20150101,2015,1,1
Tatooine,0,20150102,2015,1,2
Tatooine,0,20150103,2015,1,3
Tatooine,0,20150104,2015,1,4
Tatooine,0.32,20150105,2015,1,5
Tatooine,0.35,20150106,2015,1,6
Tatooine,0,20150107,2015,1,7
Tatooine,0.32,20150108,2015,1,8
Tatooine,0.31,20150109,2015,1,9
Tatooine,0.39,20150110,2015,1,10
Tatooine,0.4,20150111,2015,1,11
Tatooine,0.23,20150112,2015,1,12
Tatooine,0.36,20150113,2015,1,13
Tatooine,0.28,20150114,2015,1,14
Tatooine,0,20150115,2015,1,15
Tatooine,0.34,20150116,2015,1,16
Tatooine,0.39,20150117,2015,1,17
Tatooine,0,20150118,2015,1,18
Tatooine,0,20150119,2015,1,19
Tatooine,0,20150120,2015,1,20
Tatooine,0.26,20150121,2015,1,21
Tatooine,0.34,20150122,2015,1,22
Tatooine,0,20150123,2015,1,23
Tatooine,0.23,20150124,2015,1,24
Tatooine,0,20150125,2015,1,25
Tatooine,0,20150126,2015,1,26
Tatooine,0.3,20150127,2015,1,27
Tatooine,0,20150128,2015,1,28
Tatooine,0,20150129,2015,1,29
Tatooine,0.32,20150130,2015,1,30
Tatooine,0.29,20150131,2015,1,31
Tatooine,0.36,20150201,2015,2,1
Tatooine,0,20150202,2015,2,2
Tatooine,0.26,20150203,2015,2,3
Tatooine,0.26,20150204,2015,2,4
Tatooine,0.24,20150205,2015,2,5
Tatooine,0.38,20150206,2015,2,6
Tatooine,0.22,20150207,2015,2,7
Tatooine,0,20150208,2015,2,8
Tatooine,0.26,20150209,2015,2,9
Tatooine,0,20150210,2015,2,10
Tatooine,0.36,20150211,2015,2,11
Tatooine,0.3,20150212,2015,2,12
Tatooine,0,20150213,2015,2,13
Tatooine,0.34,20150214,2015,2,14
Tatooine,0,20150215,2015,2,15
Tatooine,0.36,20150216,2015,2,16
Tatooine,0.22,20150217,2015,2,17
Tatooine,0.38,20150218,2015,2,18
Tatooine,0.37,20150219,2015,2,19
Tatooine,0.25,20150220,2015,2,20
Tatooine,0,20150221,2015,2,21
Tatooine,0,20150222,2015,2,22
Tatooine,0.38,20150223,2015,2,23
Tatooine,0.24,20150224,2015,2,24
Tatooine,0.31,20150225,2015,2,25
Tatooine,0.39,20150226,2015,2,26
Tatooine,0.35,20150227,2015,2,27
Tatooine,0.29,20150228,2015,2,28
Tatooine,0,20150301,2015,3,1
Tatooine,0,20150302,2015,3,2
Tatooine,0,20150303,2015,3,3
Tatooine,0,20150304,2015,3,4
Tatooine,0.31,20150305,2015,3,5
Tatooine,0.29,20150306,2015,3,6
Tatooine,0.23,20150307,2015,3,7
Tatooine,0.26,20150308,2015,3,8
Tatooine,0,20150309,2015,3,9
Tatooine,0.29,20150310,2015,3,10
Tatooine,0.34,20150311,2015,3,11
Tatooine,0.29,20150312,2015,3,12
Tatooine,0.4,20150313,2015,3,13
Tatooine,0.21,20150314,2015,3,14
Tatooine,0.27,20150315,2015,3,15
Tatooine,0.36,20150316,2015,3,16
Tatooine,0,20150317,2015,3,17
Tatooine,0,20150318,2015,3,18
Tatooine,0.3,20150319,2015,3,19
Tatooine,0,20150320,2015,3,20
Tatooine,0.34,20150321,2015,3,21
Tatooine,0,20150322,2015,3,22
Tatooine,0.25,20150323,2015,3,23
Tatooine,0,20150324,2015,3,24
Tatooine,0,20150325,2015,3,25
Tatooine,0.28,20150326,2015,3,26
Tatooine,0.21,20150327,2015,3,27
Tatooine,0,20150328,2015,3,28
Tatooine,0.27,20150329,2015,3,29
Tatooine,0,20150330,2015,3,30
Tatooine,0.21,20150331,2015,3,31
Tatooine,0,20150401,2015,4,1
Tatooine,0.29,20150402,2015,4,2
Tatooine,0,20150403,2015,4,3
Tatooine,0,20150404,2015,4,4
Tatooine,0,20150405,2015,4,5
Tatooine,0,20150406,2015,4,6
Tatooine,0,20150407,2015,4,7
Tatooine,0.25,20150408,2015,4,8
Tatooine,0,20150409,2015,4,9
Tatooine,0,20150410,2015,4,10
Tatooine,0.28,20150411,2015,4,11
Tatooine,0,20150412,2015,4,12
Tatooine,0.27,20150413,2015,4,13
Tatooine,0,20150414,2015,4,14
Tatooine,0,20150415,2015,4,15
Tatooine,0.25,20150416,2015,4,16
Tatooine,0,20150417,2015,4,17
Tatooine,0.34,20150418,2015,4,18
Tatooine,0.34,20150419,2015,4,19
Tatooine,0,20150420,2015,4,20
Tatooine,0.36,20150421,2015,4,21
Tatooine,0.34,20150422,2015,4,22
Tatooine,0.21,20150423,2015,4,23
Tatooine,0.27,20150424,2015,4,24
Tatooine,0.36,20150425,2015,4,25
Tatooine,0,20150426,2015,4,26
Tatooine,0,20150427,2015,4,27
Tatooine,0,20150428,2015,4,28
Tatooine,0,20150429,2015,4,29
Tatooine,0.39,20150430,2015,4,30
Tatooine,0.32,20150501,2015,5,1
Tatooine,0,20150502,2015,5,2
Tatooine,0.4,20150503,2015,5,3
Tatooine,0,20150504,2015,5,4
Tatooine,0,20150505,2015,5,5
Tatooine,0.22,20150506,2015,5,6
Tatooine,0,20150507,2015,5,7
Tatooine,0.21,20150508,2015,5,8
Tatooine,0,20150509,2015,5,9
Tatooine,0,20150510,2015,5,10
Tatooine,0,20150511,2015,5,11
Tatooine,0.34,20150512,2015,5,12
Tatooine,0.33,20150513,2015,5,13
Tatooine,0.28,20150514,2015,5,14
Tatooine,0.25,20150515,2015,5,15
Tatooine,0.3,20150516,2015,5,16
Tatooine,0,20150517,2015,5,17
Tatooine,0,20150518,2015,5,18
Tatooine,0.34,20150519,2015,5,19
Tatooine,0.35,20150520,2015,5,20
Tatooine,0.23,20150521,2015,5,21
Tatooine,0,20150522,2015,5,22
Tatooine,0.3,20150523,2015,5,23
Tatooine,0,20150524,2015,5,24
Tatooine,0.2,20150525,2015,5,25
Tatooine,0,20150526,2015,5,26
Tatooine,0.2,20150527,2015,5,27
Tatooine,0.32,20150528,2015,5,28
Tatooine,0,20150529,2015,5,29
Tatooine,0.27,20150530,2015,5,30
Tatooine,0.3,20150531,2015,5,31
Tatooine,0.04,20150601,2015,6,1
Tatooine,0,20150602,2015,6,2
Tatooine,0,20150603,2015,6,3
Tatooine,0.03,20150604,2015,6,4
Tatooine,0.02,20150605,2015,6,5
Tatooine,0.01,20150606,2015,6,6
Tatooine,0.07,20150607,2015,6,7
Tatooine,0,20150608,2015,6,8
Tatooine,0,20150609,2015,6,9
Tatooine,0.03,20150610,2015,6,10
Tatooine,0.03,20150611,2015,6,11
Tatooine,0.03,20150612,2015,6,12
Tatooine,0.06,20150613,2015,6,13
Tatooine,0,20150614,2015,6,14
Tatooine,0,20150615,2015,6,15
Tatooine,0,20150616,2015,6,16
Tatooine,0.06,20150617,2015,6,17
Tatooine,0,20150618,2015,6,18
Tatooine,0.04,20150619,2015,6,19
Tatooine,0.01,20150620,2015,6,20
Tatooine,0.05,20150621,2015,6,21
Tatooine,0,20150622,2015,6,22
Tatooine,0.01,20150623,2015,6,23
Tatooine,0.07,20150624,2015,6,24
Tatooine,0.06,20150625,2015,6,25
Tatooine,0.03,20150626,2015,6,26
Tatooine,0.05,20150627,2015,6,27
Tatooine,0.05,20150628,2015,6,28
Tatooine,0.05,20150629,2015,6,29
Tatooine,0.06,20150630,2015,6,30
Tatooine,0,20150701,2015,7,1
Tatooine,0.04,20150702,2015,7,2
Tatooine,0,20150703,2015,7,3
Tatooine,0.05,20150704,2015,7,4
Tatooine,0.09,20150705,2015,7,5
Tatooine,0.03,20150706,2015,7,6
Tatooine,0,20150707,2015,7,7
Tatooine,0.05,20150708,2015,7,8
Tatooine,0.03,20150709,2015,7,9
Tatooine,0.05,20150710,2015,7,10
Tatooine,0,20150711,2015,7,11
Tatooine,0,20150712,2015,7,12
Tatooine,0.02,20150713,2015,7,13
Tatooine,0.04,20150714,2015,7,14
Tatooine,0,20150715,2015,7,15
Tatooine,0.09,20150716,2015,7,16
Tatooine,0.03,20150717,2015,7,17
Tatooine,0.04,20150718,2015,7,18
Tatooine,0,20150719,2015,7,19
Tatooine,0.05,20150720,2015,7,20
Tatooine,0.04,20150721,2015,7,21
Tatooine,0.08,20150722,2015,7,22
Tatooine,0.01,20150723,2015,7,23
Tatooine,0,20150724,2015,7,24
Tatooine,0.02,20150725,2015,7,25
Tatooine,0,20150726,2015,7,26
Tatooine,0.03,20150727,2015,7,27
Tatooine,0.04,20150728,2015,7,28
Tatooine,0.07,20150729,2015,7,29
Tatooine,0.08,20150730,2015,7,30
Tatooine,0.09,20150731,2015,7,31
Tatooine,0.03,20150801,2015,8,1
Tatooine,0,20150802,2015,8,2
Tatooine,0.02,20150803,2015,8,3
Tatooine,0,20150804,2015,8,4
Tatooine,0.08,20150805,2015,8,5
Tatooine,0.08,20150806,2015,8,6
Tatooine,0.03,20150807,2015,8,7
Tatooine,0,20150808,2015,8,8
Tatooine,0.03,20150809,2015,8,9
Tatooine,0.02,20150810,2015,8,10
Tatooine,0.06,20150811,2015,8,11
Tatooine,0,20150812,2015,8,12
Tatooine,0,20150813,2015,8,13
Tatooine,0,20150814,2015,8,14
Tatooine,0,20150815,2015,8,15
Tatooine,0.04,20150816,2015,8,16
Tatooine,0.08,20150817,2015,8,17
Tatooine,0.07,20150818,2015,8,18
Tatooine,0,20150819,2015,8,19
Tatooine,0.08,20150820,2015,8,20
Tatooine,0.04,20150821,2015,8,21
Tatooine,0.09,20150822,2015,8,22
Tatooine,0.07,20150823,2015,8,23
Tatooine,0.05,20150824,2015,8,24
Tatooine,0,20150825,2015,8,25
Tatooine,0.02,20150826,2015,8,26
Tatooine,0,20150827,2015,8,27
Tatooine,0.01,20150828,2015,8,28
Tatooine,0,20150829,2015,8,29
Tatooine,0.05,20150830,2015,8,30
Tatooine,0,20150831,2015,8,31
